Order Date,State,Region,Sub-Category,Product Name,Sales,Quantity,Profit
10/1/2017,New York,East,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,11,767.2005
5/23/2015,Arizona,West,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7,-12.796
5/23/2015,Arizona,West,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,13.7016
11/16/2017,California,West,Machines,Bady BDG101FRU Card Printer,1919.976,3,215.9973
11/18/2014,Pennsylvania,East,Binders,Fellowes PB200 Plastic Comb Binding Machine,50.997,1,-40.7976
11/18/2014,Pennsylvania,East,Storage,Safco Industrial Wire Shelving,76.792,1,-16.3183
11/18/2014,Pennsylvania,East,Phones,Motorola Droid Maxx,539.964,6,-107.9928
11/18/2014,Pennsylvania,East,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,5.2773
11/18/2014,Pennsylvania,East,Binders,Peel & Stick Add-On Corner Pockets,1.944,3,-1.4256
12/30/2014,Texas,Central,Envelopes,Fashion Color Clasp Envelopes,12.984,3,4.7067
12/30/2014,Texas,Central,Phones,"Plantronics CS 50-USB -ÿheadsetÿ- Convertible, Monaural",217.584,2,19.0386
12/30/2014,Texas,Central,Phones,AT&T 1080 Corded phone,328.776,3,28.7679
12/30/2014,Texas,Central,Binders,Acco Hanging Data Binders,2.286,3,-3.6576
12/30/2014,Texas,Central,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,14.3952
11/5/2015,New York,East,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,8.8704
9/17/2016,New York,East,Binders,Avery Arch Ring Binders,232.4,5,78.435
3/20/2016,Mississippi,South,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,38.038
9/27/2014,California,West,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,45.294
9/27/2014,California,West,Paper,Xerox 1919,81.98,2,40.1702
12/24/2017,New York,East,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2,48.3136
12/24/2017,New York,East,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376,3,4.8519
11/10/2017,Texas,Central,Furnishings,Tenex Antistatic Computer Chair Mats,341.96,5,-427.45
9/11/2015,California,West,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,9,48.9645
9/11/2015,California,West,Labels,Avery 474,8.64,3,4.2336
12/20/2014,Tennessee,South,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,7,3.8073
12/20/2014,Tennessee,South,Chairs,SAFCO Arco Folding Chair,662.88,3,74.574
12/20/2014,Tennessee,South,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5,9.072
7/23/2015,New York,East,Appliances,Belkin F5C206VTEL 6 Outlet Surge,68.94,3,20.682
7/23/2015,New York,East,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3,50.2398
11/11/2014,Texas,Central,Binders,GBC DocuBind TL300 Electric Binding System,896.99,5,-1480.0335
11/11/2014,Texas,Central,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1.234,1,-1.9744
11/11/2014,Texas,Central,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",67.56,3,6.756
11/11/2014,Texas,Central,Paper,"Wirebound Message Book, 4 per Page",21.72,5,7.8735
11/11/2014,Texas,Central,Paper,Xerox 1893,262.336,8,95.0968
11/11/2014,Texas,Central,Phones,Geemarc AmpliPOWER60,148.48,2,16.704
11/11/2014,Texas,Central,Phones,Classic Ivory AntiqueÿTelephoneÿZL1810,241.176,3,15.0735
12/14/2017,Illinois,Central,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3,28.497
12/14/2017,Illinois,Central,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,19.755
12/14/2017,Illinois,Central,Furnishings,"Master Caster Door Stop, Gray",2.032,1,-1.3208
8/21/2017,California,West,Art,Newell 336,17.12,4,4.9648
8/21/2017,California,West,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4,37.7972
8/21/2017,California,West,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4,10.3936
8/21/2017,California,West,Tables,Chromcraft Rectangular Conference Tables,568.728,3,28.4364
8/21/2017,California,West,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9,42.4647
8/21/2017,California,West,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3,54.9504
8/21/2017,California,West,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5,24.84
8/27/2016,Massachusetts,East,Paper,Xerox 1919,122.97,3,60.2553
8/27/2016,Massachusetts,East,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,20.967
8/27/2016,Massachusetts,East,Phones,PureGear Roll-On Screen Protector,59.97,3,28.7856
8/27/2016,Massachusetts,East,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,36.693
8/27/2016,Massachusetts,East,Fasteners,Staples,11.68,4,5.256
8/27/2016,Massachusetts,East,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29,5,13.92
8/13/2015,California,West,Art,50 Colored Long Pencils,50.8,5,13.208
11/5/2017,Illinois,Central,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16.03,5,-25.648
8/17/2016,Washington,West,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,4,5.6956
12/26/2016,New York,East,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3,18.8937
9/23/2014,California,West,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3,20.5176
9/23/2014,California,West,Phones,netTALK DUO VoIP Telephone Service,83.984,2,31.494
7/19/2014,Connecticut,East,Phones,Polycom VVX 310 VoIP phone,359.98,2,93.5948
7/19/2014,Connecticut,East,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,1,-4.032
7/19/2014,Connecticut,East,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,2,9.6048
7/19/2014,Connecticut,East,Binders,Acco Hanging Data Binders,3.81,1,1.8288
9/7/2017,Illinois,Central,Paper,Easy-staple paper,73.008,9,26.4654
5/6/2016,Illinois,Central,Binders,Insertable Tab Post Binder Dividers,3.208,2,-5.2932
5/6/2016,Illinois,Central,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,-3.272
6/4/2015,New York,East,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44,4,14.3068
6/4/2015,New York,East,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3,11.9952
12/13/2015,Massachusetts,East,Paper,Xerox 222,19.44,3,9.3312
12/13/2015,Massachusetts,East,Binders,Flexible Leather- Look Classic Collection Ring Binder,37.88,2,18.94
7/16/2016,Texas,Central,Furnishings,Staple-based wall hangings,9.552,3,-3.8208
1/31/2014,California,West,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,3.4196
7/9/2014,Texas,Central,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,2,3.6288
7/9/2014,Texas,Central,Paper,Xerox 1895,14.352,3,4.485
11/21/2015,Nevada,West,Bookcases,"Hon Metal Bookcases, Putty",141.96,2,41.1684
11/21/2015,Nevada,West,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",66.048,4,23.1168
3/25/2016,Oklahoma,Central,Accessories,LogitechÿP710e Mobile Speakerphone,1287.45,5,244.6155
9/23/2017,California,West,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.824,6,9.0384
9/23/2017,California,West,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,160.96,2,48.288
12/4/2015,New York,East,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,3,11.376
12/4/2015,New York,East,Chairs,Office Star - Ergonomically Designed Knee Chair,364.41,5,8.098
12/4/2015,New York,East,Phones,Square Credit Card Reader,39.96,4,10.3896
12/4/2015,New York,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2,68.3332
11/1/2016,Texas,Central,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",111.672,9,6.9795
3/17/2017,Texas,Central,Binders,GBC Plasticlear Binding Covers,13.776,6,-22.0416
3/17/2017,Texas,Central,Paper,Xerox 1900,10.272,3,3.21
11/23/2017,Pennsylvania,East,Furnishings,OIC Stacking Trays,24.048,9,7.2144
8/27/2017,Florida,South,Envelopes,Convenience Packs of Business Envelopes,2.896,1,0.9774
12/4/2015,New York,East,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,8.7906
12/4/2015,New York,East,Chairs,"Global Armless Task Chair, Royal Blue",384.174,7,29.8802
12/4/2015,New York,East,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1799.75,5,539.925
10/7/2017,North Carolina,South,Storage,Adjustable Depth Letter/Legal Cart,580.672,4,65.3256
10/7/2017,North Carolina,South,Fasteners,Staples,18.936,3,5.9175
10/7/2017,North Carolina,South,Phones,Toshiba IPT2010-SD IPÿTelephone,222.384,2,16.6788
10/7/2017,North Carolina,South,Binders,"Performers Binder/Pad Holder, Black",50.454,6,-33.636
10/7/2017,North Carolina,South,Tables,KI Adjustable-Height Table,154.764,3,-36.1116
3/25/2017,Texas,Central,Paper,Xerox 1953,6.848,2,2.14
8/9/2014,Washington,West,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,68.198
8/9/2014,Washington,West,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,219.168,2,-43.8336
11/22/2014,Texas,Central,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928,1,-11.0848
6/10/2017,Pennsylvania,East,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",40.032,6,15.012
7/1/2017,Indiana,Central,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,4,13.3176
7/1/2017,Indiana,Central,Binders,Fellowes PB200 Plastic Comb Binding Machine,169.99,1,78.1954
7/1/2017,Indiana,Central,Paper,Xerox 226,25.92,4,12.4416
11/21/2014,Kentucky,South,Phones,"Logitech B530 USBÿHeadsetÿ-ÿheadsetÿ- Full size, Binaural",36.99,1,9.9873
11/21/2014,Kentucky,South,Paper,Multicolor Computer Printout Paper,629.1,6,301.968
11/21/2014,Kentucky,South,Storage,Space Solutions Commercial Steel Shelving,193.95,3,9.6975
11/21/2014,Kentucky,South,Art,Newell 322,5.46,3,1.4742
5/4/2015,Illinois,Central,Furnishings,Staple-based wall hangings,22.288,7,-8.9152
5/29/2017,Texas,Central,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,-52.3392
10/17/2015,California,West,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,3.894
4/23/2014,Ohio,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,-12.0588
4/23/2014,Ohio,East,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,-12.0588
4/23/2014,Ohio,East,Binders,Zipper Ring Binder Pockets,7.488,8,-5.2416
4/23/2014,Ohio,East,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,4,7.8176
4/30/2017,Ohio,East,Paper,Xerox 222,10.368,2,3.6288
9/20/2016,California,West,Paper,Strathmore Photo Frame Cards,65.79,9,30.2634
9/20/2016,California,West,Binders,Fellowes PB200 Plastic Comb Binding Machine,271.984,2,88.3948
9/20/2016,California,West,Art,Newell 343,11.76,4,3.1752
9/20/2016,California,West,Paper,Xerox 1944,77.52,2,37.9848
9/20/2016,California,West,Binders,Ibico Plastic Spiral Binding Combs,48.64,2,15.808
9/2/2016,Wisconsin,Central,Fasteners,Colored Push Pins,1.81,1,0.6516
9/2/2016,Wisconsin,Central,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.8822
4/27/2015,Colorado,West,Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,5,3.267
4/27/2015,Colorado,West,Supplies,Acme Value Line Scissors,5.84,2,0.73
9/6/2015,New York,East,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,60.392
5/28/2016,California,West,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,78.672
5/28/2016,California,West,Paper,Xerox 1991,182.72,8,84.0512
5/28/2016,California,West,Accessories,ImationÿClip USBÿflash driveÿ- 8 GB,131.6,7,7.896
5/28/2016,California,West,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,7.384
5/28/2016,California,West,Machines,Okidata C331dn Printer,558.4,2,41.88
9/24/2015,Iowa,Central,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.24,4,6.858
9/24/2015,Iowa,Central,Chairs,Hon Olson Stacker Stools,1408.1,10,394.268
7/3/2017,Ohio,East,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,11.1024
7/3/2017,Ohio,East,Tables,"Bevis Round Conference Table Top, X-Base",215.148,2,-103.9882
7/3/2017,Ohio,East,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,11.223
12/8/2017,California,West,Storage,Akro-Mils 12-Gallon Tote,29.79,3,8.6391
12/8/2017,California,West,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2,15.468
12/8/2017,California,West,Paper,Xerox 1968,60.12,9,28.8576
12/5/2017,Washington,West,Binders,GBC Wire Binding Combs,24.816,3,8.3754
12/5/2017,Washington,West,Binders,Zipper Ring Binder Pockets,14.976,6,5.4288
9/27/2015,Illinois,Central,Binders,Vinyl Sectional Post Binders,15.08,2,-22.62
9/27/2015,Illinois,Central,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,-12.7512
10/30/2017,Texas,Central,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,2,-8.5008
10/30/2017,Texas,Central,Tables,"Bevis Round Conference Table Top, X-Base",251.006,2,-68.1302
10/30/2017,Texas,Central,Storage,X-Rack File for Hanging Folders,54.192,6,4.0644
11/29/2015,California,West,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.304,1,1.5602
3/11/2014,New York,East,Paper,"Southworth 100% Rsum Paper, 24lb.",108.92,14,49.014
11/19/2017,New York,East,Envelopes,Staple envelope,16.74,3,8.37
11/19/2017,New York,East,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,7,626.185
7/29/2016,Pennsylvania,East,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,-16.9568
6/12/2015,Delaware,East,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,5,5.083
8/6/2016,New York,East,Paper,Easy-staple paper,70.88,2,33.3136
6/11/2017,Alabama,South,Art,"OIC #2 Pencils, Medium Soft",3.76,2,1.0904
10/7/2016,California,West,Binders,GBC Recycled VeloBinder Covers,27.264,2,8.8608
9/8/2014,California,West,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,24.3595
9/8/2014,California,West,Storage,Pizazz Global Quick File,14.97,1,4.1916
9/8/2014,California,West,Fasteners,Ideal Clamps,4.02,2,1.9698
3/16/2014,North Carolina,South,Phones,Polycom VoiceStation 500 Conferenceÿphone,471.92,2,29.495
3/1/2015,Georgia,South,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",58.72,4,27.0112
7/9/2015,Tennessee,South,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.16,3,0.8385
2/20/2016,Tennessee,South,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,2,5.5674
9/16/2017,Pennsylvania,East,Accessories,Logitech Trackman Marble Mouse,71.976,3,19.7934
9/16/2017,Pennsylvania,East,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,3,2.2512
9/16/2017,Pennsylvania,East,Binders,Binder Posts,3.444,2,-2.7552
9/16/2017,Pennsylvania,East,Binders,GBC DocuBind TL300 Electric Binding System,538.194,2,-412.6154
9/16/2017,Pennsylvania,East,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,14.3952
11/5/2017,Texas,Central,Phones,Nortel Meridian M3904 Professional Digital phone,492.768,4,55.4364
2/20/2015,New Jersey,East,Art,Sanford 52201 APSCO Electric Pencil Sharpener,286.79,7,74.5654
11/25/2016,Florida,South,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.08,1,1.651
12/3/2017,Florida,South,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,47.992,1,7.1988
9/10/2015,Massachusetts,East,Appliances,Euro-Pro Shark Turbo Vacuum,61.96,2,16.1096
9/10/2015,Massachusetts,East,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,361.96,2,83.2508
9/10/2015,Massachusetts,East,Paper,Xerox 1960,278.82,9,125.469
12/14/2016,Mississippi,South,Furnishings,"Executive Impressions 14""",133.38,6,58.6872
4/6/2015,North Carolina,South,Paper,Xerox 1884,47.952,3,16.1838
12/1/2016,California,West,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,4.3524
11/12/2017,Ohio,East,Paper,Strathmore Photo Mount Cards,10.848,2,3.5256
11/12/2017,Ohio,East,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",18.544,2,3.0134
3/3/2017,Michigan,Central,Chairs,Global Ergonomic Managers Chair,180.98,1,47.0548
3/3/2017,Michigan,Central,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,42.9914
11/27/2016,Kansas,Central,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,5,15.378
11/27/2016,Kansas,Central,Binders,Ibico Plastic Spiral Binding Combs,152,5,69.92
8/31/2014,New Mexico,West,Accessories,KeyTronicÿKT400U2 -ÿKeyboardÿ- Black,92.52,9,18.504
12/8/2016,California,West,Art,Newell 341,8.56,2,2.4824
12/8/2016,California,West,Paper,Xerox 204,45.36,7,21.7728
12/8/2016,California,West,Tables,Hon 94000 Series Round Tables,1421.664,6,-195.4788
4/7/2014,Alabama,South,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,2,2.7776
8/27/2014,Virginia,South,Phones,GE 30522EE2,579.95,5,168.1855
8/27/2014,Virginia,South,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,12.5216
8/27/2014,Virginia,South,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,300.735
10/21/2016,Delaware,East,Binders,Avery Reinforcements for Hole-Punch Pages,7.92,4,3.564
11/30/2016,North Carolina,South,Phones,AT&T 17929 Lendline Telephone,36.192,1,2.7144
9/5/2017,Florida,South,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,-29.4368
7/2/2015,Illinois,Central,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,408.422,2,-5.8346
7/2/2015,Illinois,Central,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",382.116,6,-92.7996
7/2/2015,Illinois,Central,Storage,Advantus Rolling Storage Box,68.6,5,6.0025
7/2/2015,Illinois,Central,Storage,Adjustable Depth Letter/Legal Cart,435.504,3,48.9942
7/2/2015,Illinois,Central,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?",11.168,2,3.7692
9/24/2017,Minnesota,Central,Accessories,KeyTronicÿE03601U1 -ÿKeyboardÿ- Beige,72,4,12.96
9/24/2017,Minnesota,Central,Accessories,Imation Bio 2GB USBÿFlash Drive ImationÿCorp,655.9,5,275.478
9/24/2017,Minnesota,Central,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,4,181.176
8/8/2016,California,West,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024,2,12.8256
8/8/2016,California,West,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,487.92,6,136.6176
8/8/2016,California,West,Binders,Acco Hanging Data Binders,15.24,5,5.334
9/29/2016,Alabama,South,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,209.97,3,71.3898
9/29/2016,Alabama,South,Binders,Premium Transparent Presentation Covers by GBC,62.94,3,30.2112
9/29/2016,Alabama,South,Art,"Sanford Colorific Colored Pencils, 12/Box",25.92,9,7.776
4/10/2017,Texas,Central,Paper,Xerox 1894,10.368,2,3.6288
4/10/2017,Texas,Central,Accessories,LogitechÿMX Performance Wireless Mouse,95.736,3,20.3439
12/18/2016,New York,East,Storage,Tennsco Double-Tier Lockers,900.08,4,117.0104
6/20/2014,Texas,Central,Phones,HTC One Mini,201.584,2,20.1584
6/20/2014,Texas,Central,Binders,Storex DuraTech Recycled Plastic Frosted Binders,3.392,4,-5.088
6/20/2014,Texas,Central,Bookcases,"Hon Metal Bookcases, Black",193.0656,4,-19.8744
6/20/2014,Texas,Central,Paper,Xerox 2,15.552,3,5.4432
6/20/2014,Texas,Central,Paper,"Array Parchment Paper, Assorted Colors",11.648,2,4.0768
6/20/2014,Texas,Central,Machines,Okidata C331dn Printer,418.8,2,-97.72
6/20/2014,Texas,Central,Storage,Safco Industrial Wire Shelving System,509.488,7,-127.372
9/4/2017,Illinois,Central,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,9,-117.882
9/4/2017,Illinois,Central,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",17.76,3,5.55
9/4/2017,Illinois,Central,Art,"Sanford Colorific Colored Pencils, 12/Box",6.912,3,0.864
12/20/2016,Mississippi,South,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66.3,3,8.619
8/9/2016,North Carolina,South,Paper,Xerox 199,30.816,9,9.63
8/9/2016,North Carolina,South,Phones,Apple EarPods with Remote and Mic,44.784,2,4.4784
8/9/2016,North Carolina,South,Appliances,Kensington 7 Outlet MasterPiece Power Center,569.536,4,64.0728
6/22/2015,Illinois,Central,Tables,Hon Rectangular Conference Tables,796.425,7,-525.6405
4/10/2015,California,West,Binders,Insertable Tab Post Binder Dividers,12.832,2,4.3308
11/21/2016,Iowa,Central,Paper,Xerox 1987,40.46,7,19.8254
11/21/2016,Iowa,Central,Phones,Logitech Mobile Speakerphone P710e -ÿspeaker phone,404.94,3,109.3338
9/5/2016,California,West,Accessories,HP Standard 104 key PS/2 Keyboard,116,8,29
11/24/2016,Texas,Central,Phones,AT&T 1080 Phone,657.552,6,49.3164
12/10/2017,Mississippi,South,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,599.97,3,257.9871
12/10/2017,Mississippi,South,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,38.97,3,0.7794
12/10/2017,Mississippi,South,Binders,Avery Metallic Poly Binders,45.84,8,22.0032
6/24/2016,California,West,Phones,Macally Suction Cup Mount,38.24,4,-9.56
9/17/2015,Florida,South,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,87.168,3,10.896
5/19/2016,Indiana,Central,Art,Newell 341,21.4,5,6.206
5/28/2016,New York,East,Supplies,Fiskars Softgrip Scissors,54.9,5,15.372
4/18/2014,California,West,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,287.968,4,97.1892
4/18/2014,California,West,Art,Newell 351,13.12,4,3.8048
4/18/2014,California,West,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",10.75,5,3.5475
4/18/2014,California,West,Fasteners,"Advantus Push Pins, Aluminum Head",11.62,2,3.6022
6/17/2016,New York,East,Storage,"Rogers Jumbo File, Granite",40.74,3,0.4074
5/9/2014,Kentucky,South,Storage,Fellowes Super Stor/Drawer,83.25,3,14.985
5/9/2014,Kentucky,South,Labels,Avery 518,9.45,3,4.536
5/9/2014,Kentucky,South,Labels,Avery 506,20.65,5,9.499
5/9/2014,Kentucky,South,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,7,21.7728
9/18/2016,Ohio,East,Furnishings,Eldon Pizzaz Desk Accessories,5.352,3,1.6056
9/18/2016,Ohio,East,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2,-7.098
9/18/2016,Ohio,East,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2.672,1,0.3674
12/23/2017,Texas,Central,Paper,Spiral Phone Message Books with Labels by Adams,28.672,8,10.3936
12/23/2017,Texas,Central,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,29.312,8,-74.7456
10/30/2017,Kentucky,South,Storage,Eldon Gobal File Keepers,105.98,7,4.2392
10/30/2017,Kentucky,South,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,10.518
10/30/2017,Kentucky,South,Chairs,"Metal Folding Chairs, Beige, 4/Carton",33.94,1,9.1638
10/30/2017,Kentucky,South,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,30,8,14.4
3/29/2016,Illinois,Central,Paper,Computer Printout Paper with Letter-Trim Perforations,45.528,3,15.9348
3/29/2016,Illinois,Central,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,6,-36.1764
3/29/2016,Illinois,Central,Phones,Jabra BIZ 2300 Duo QD Duo CordedÿHeadset,812.736,8,60.9552
11/23/2017,Pennsylvania,East,Binders,GBC Standard Therm-A-Bind Covers,7.476,1,-5.9808
3/23/2014,California,West,Storage,Economy Rollaway Files,330.4,2,85.904
3/23/2014,California,West,Phones,Ooma Telo VoIP Home Phone System,604.752,6,37.797
12/1/2017,California,West,Paper,Xerox 1905,45.36,7,21.7728
12/1/2017,California,West,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",10.128,2,3.6714
11/7/2017,California,West,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,21.792,4,7.6272
11/7/2017,California,West,Accessories,Plantronics Audio 995 Wireless Stereo Headset,439.8,4,145.134
9/4/2017,Ohio,East,Art,DIXON Oriole Pencils,8.256,4,0.6192
9/4/2017,Ohio,East,Binders,GBC Recycled VeloBinder Covers,25.56,5,-20.448
9/4/2017,Ohio,East,Binders,Wilson Jones Active Use Binders,4.368,2,-3.0576
9/4/2017,Ohio,East,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",11.52,4,3.744
7/3/2016,California,West,Paper,Xerox 200,12.96,2,6.2208
7/3/2016,California,West,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.96,2,0.0792
9/7/2017,Missouri,Central,Binders,GBC DocuBind 300 Electric Binding Machine,1577.94,3,757.4112
9/9/2016,Texas,Central,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,4,-12.0064
7/3/2017,Washington,West,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2,26.3912
7/3/2017,Washington,West,Machines,Okidata MB491 Multifunction Printer,2395.2,6,209.58
7/3/2017,Washington,West,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,4,742.632
